"cov";"id";"i";"o";"p";"it";"itop";"HS"
0.5;2.5;5;10;10;209;0.5;7.25
0.5;5;10;10;20;209;0.5;19.78
0.75;2.5;3;10;5;210;0.5;4.14
0.75;1;5;10;10;210;0.5;3.13
0;0.01;10;10;20;210;0.5;-0.2
0.5;0.01;3;10;5;211;0.5;-0.2
0.75;2.5;5;10;10;211;0.5;5.66
1;0.01;10;10;20;211;0.5;-0.07
0.75;5;3;10;5;212;0.5;4.69
0.25;5;5;10;10;212;0.5;11.96
0.25;0.01;10;10;20;212;0.5;0.28
0.25;5;3;10;5;213;0.5;6.01
0;0.01;5;10;10;213;0.5;-0.27
0;5;10;10;20;213;0.5;24.34
1;5;3;10;5;214;0.5;3.34
0.75;2.5;5;10;10;214;0.5;5.23
0.5;1;10;10;20;214;0.5;5.58
0;2.5;3;10;5;215;0.5;5.58
0;5;5;10;10;215;0.5;13.25
0.5;2.5;10;10;20;215;0.5;13.43
0;10;3;10;5;216;0.5;10.36
0.75;0.01;5;10;10;216;0.5;-0.04
0.75;0.01;10;10;20;216;0.5;-0.14
0.5;5;3;10;5;217;0.5;7.08
0.5;10;5;10;10;217;0.5;16.28
0.25;5;10;10;20;217;0.5;23.91
0.5;5;3;10;5;218;0.5;5.54
1;10;5;10;10;218;0.5;4.74
0.5;0.01;10;10;20;218;0.5;-0.08
1;10;3;10;5;219;0.5;4.51
0.75;1;5;10;10;219;0.5;2
0.75;1;10;10;20;219;0.5;3.66
0.5;0.01;3;10;5;220;0.5;-0.11
0.25;0.01;5;10;10;220;0.5;0.2
0;2.5;10;10;20;220;0.5;16.73
0;5;3;10;5;221;0.5;7.18
1;2.5;5;10;10;221;0.5;2.91
0.25;1;10;10;20;221;0.5;5.5
0.75;2.5;3;10;5;222;0.5;3.73
1;10;5;10;10;222;0.5;5.03
0;10;10;10;20;222;0.5;34.57
0.75;2.5;3;10;5;223;0.5;3.67
0.25;10;5;10;10;223;0.5;15.99
0.5;2.5;10;10;20;223;0.5;14.25
1;0.01;3;10;5;224;0.5;-0.02
1;5;5;10;10;224;0.5;3.96
0;0.01;10;10;20;224;0.5;-0.15
0.75;2.5;3;10;5;225;0.5;3.65
1;1;5;10;10;225;0.5;1.21
0;10;10;10;20;225;0.5;34.71
0.5;5;3;10;5;226;0.5;7.26
0.75;5;5;10;10;226;0.5;8.74
0.75;5;10;10;20;226;0.5;19.33
0.75;1;3;10;5;227;0.5;1.34
0.5;5;5;10;10;227;0.5;11.31
0.75;0.01;10;10;20;227;0.5;-0.08
1;5;3;10;5;228;0.5;3.71
0.25;10;5;10;10;228;0.5;18.21
0;1;10;10;20;228;0.5;4.96
0.5;1;3;10;5;229;0.5;1.13
1;2.5;5;10;10;229;0.5;2.7
0.5;0.01;10;10;20;229;0.5;-0.18
0.25;0.01;3;10;5;230;0.5;-0.23
1;2.5;5;10;10;230;0.5;2.79
0.5;5;10;10;20;230;0.5;22.74
0.25;10;3;10;5;231;0.5;9.56
0.25;1;5;10;10;231;0.5;2.76
0;1;10;10;20;231;0.5;5.27
0.5;10;3;10;5;232;0.5;9.46
0.5;0.01;5;10;10;232;0.5;-0.12
0.25;5;10;10;20;232;0.5;23.08
0;5;3;10;5;233;0.5;7.41
0.25;5;5;10;10;233;0.5;11.92
0.5;0.01;10;10;20;233;0.5;-0.1
0.25;1;3;10;5;234;0.5;2.1
1;10;5;10;10;234;0.5;4.79
1;10;10;10;20;234;0.5;5.43
0;0.01;3;10;5;235;0.5;0.23
1;5;5;10;10;235;0.5;3.81
0.25;2.5;10;10;20;235;0.5;15.25
0.25;5;3;10;5;236;0.5;6.83
0.25;1;5;10;10;236;0.5;2.71
0;2.5;10;10;20;236;0.5;15.23
0.25;5;3;10;5;237;0.5;7.68
0.25;5;5;10;10;237;0.5;12.73
0;10;10;10;20;237;0.5;35.63
0;10;3;10;5;238;0.5;9.66
0.25;5;5;10;10;238;0.5;11.82
1;5;10;10;20;238;0.5;4.47
1;1;3;10;5;239;0.5;0.97
0.25;0.01;5;10;10;239;0.5;0.09
1;5;10;10;20;239;0.5;4.15
1;0.01;3;10;5;240;0.5;-0.08
1;5;5;10;10;240;0.5;3.56
0;1;10;10;20;240;0.5;5.68
0;10;3;10;5;241;0.5;8.9
0.75;10;5;10;10;241;0.5;13.91
0;10;10;10;20;241;0.5;33.63
0.75;0.01;3;10;5;242;0.5;0.21
0.5;10;5;10;10;242;0.5;15.16
0;5;10;10;20;242;0.5;23.77
0.75;5;3;10;5;243;0.5;7.93
0.5;1;5;10;10;243;0.5;2.3
0.5;5;10;10;20;243;0.5;21.88
0.75;2.5;3;10;5;244;0.5;2.28
0.75;0.01;5;10;10;244;0.5;-0.14
0;2.5;10;10;20;244;0.5;15.31
0.75;5;3;10;5;245;0.5;4.93
0;1;5;10;10;245;0.5;3.48
0;2.5;10;10;20;245;0.5;14.8
0.25;0.01;3;10;5;246;0.5;0.2
0.75;2.5;5;10;10;246;0.5;6.58
1;2.5;10;10;20;246;0.5;3.32
0.5;5;3;10;5;247;0.5;5.13
0.5;1;5;10;10;247;0.5;2.28
0.25;5;10;10;20;247;0.5;23.71
0;5;3;10;5;248;0.5;8.13
0;1;5;10;10;248;0.5;3.46
0;2.5;10;10;20;248;0.5;15.08
0.25;0.01;3;10;5;249;0.5;-0.04
0.5;10;5;10;10;249;0.5;17.31
0.25;2.5;10;10;20;249;0.5;14.91
0;5;3;10;5;250;0.5;7.06
0.75;2.5;5;10;10;250;0.5;4.42
0.75;2.5;10;10;20;250;0.5;8.86
0.5;5;3;10;5;251;0.5;4.9
0;5;5;10;10;251;0.5;12.31
1;1;10;10;20;251;0.5;2.07
0.25;5;3;10;5;252;0.5;6.44
1;2.5;5;10;10;252;0.5;2.7
0.5;10;10;10;20;252;0.5;31.45
0.25;2.5;3;10;5;253;0.5;3.34
0.25;2.5;5;10;10;253;0.5;7.31
0;10;10;10;20;253;0.5;35.19
1;5;3;10;5;254;0.5;3.46
0.25;10;5;10;10;254;0.5;17.46
0.25;0.01;10;10;20;254;0.5;0.1
0.5;1;3;10;5;255;0.5;1.49
1;5;5;10;10;255;0.5;3.76
0.75;0.01;10;10;20;255;0.5;0.07
0;0.01;3;10;5;256;0.5;-0.28
0.5;10;5;10;10;256;0.5;16.82
0.75;1;10;10;20;256;0.5;3.79
0;1;3;10;5;257;0.5;1.37
0.75;0.01;5;10;10;257;0.5;0.31
0.25;0.01;10;10;20;257;0.5;0.18
0.5;1;3;10;5;258;0.5;1.67
0.25;2.5;5;10;10;258;0.5;7.66
0.25;5;10;10;20;258;0.5;24.51
0.75;2.5;3;10;5;259;0.5;3.14
0.25;10;5;10;10;259;0.5;16.44
1;1;10;10;20;259;0.5;2.24
0.25;2.5;3;10;5;260;0.5;3.7
0.25;1;5;10;10;260;0.5;2.8
1;10;10;10;20;260;0.5;5.36
0.25;5;3;10;5;261;0.5;7.16
0;0.01;5;10;10;261;0.5;-0.06
0.75;0.01;10;10;20;261;0.5;0.07
0.5;0.01;3;10;5;262;0.5;-0.17
0;1;5;10;10;262;0.5;3.2
1;1;10;10;20;262;0.5;2.15
0.75;10;3;10;5;263;0.5;9.79
0.75;10;5;10;10;263;0.5;15.64
1;5;10;10;20;263;0.5;4.11
0.25;10;3;10;5;264;0.5;8.84
1;2.5;5;10;10;264;0.5;2.99
1;1;10;10;20;264;0.5;1.87
0.5;1;3;10;5;265;0.5;1.43
0.5;1;5;10;10;265;0.5;2.77
0.5;0.01;10;10;20;265;0.5;-0.01
0.25;1;3;10;5;266;0.5;1.8
0.25;5;5;10;10;266;0.5;11.57
0.5;1;10;10;20;266;0.5;4.71
0.25;1;3;10;5;267;0.5;1.15
0.25;0.01;5;10;10;267;0.5;0.00999999999999999
0.5;10;10;10;20;267;0.5;31.09
0.25;5;3;10;5;268;0.5;6.45
0.75;1;5;10;10;268;0.5;1.94
0.5;0.01;10;10;20;268;0.5;-0.17
0;0.01;3;10;5;269;0.5;-0.1
1;0.01;5;10;10;269;0.5;-0.09
1;1;10;10;20;269;0.5;1.92
0.25;0.01;3;10;5;270;0.5;-0.09
0.75;10;5;10;10;270;0.5;14.34
0.5;0.01;10;10;20;270;0.5;0.18
0;2.5;3;10;5;271;0.5;4.54
0;1;5;10;10;271;0.5;2.73
0.5;2.5;10;10;20;271;0.5;11.52
0;5;3;10;5;272;0.5;5.58
0.5;10;5;10;10;272;0.5;16.26
0;10;10;10;20;272;0.5;33.93
0;0.01;3;10;5;273;0.5;-0.23
0.25;1;5;10;10;273;0.5;2.98
0.5;1;10;10;20;273;0.5;4.97
0.5;1;3;10;5;274;0.5;1.35
0.5;5;5;10;10;274;0.5;11.02
0.75;0.01;10;10;20;274;0.5;-0.02
0.5;10;3;10;5;275;0.5;10.5
0.25;2.5;5;10;10;275;0.5;6.93
0.25;1;10;10;20;275;0.5;6.35
1;10;3;10;5;276;0.5;4.57
0.5;1;5;10;10;276;0.5;2.2
0.75;10;10;10;20;276;0.5;27.32
0;0.01;3;10;5;277;0.5;0.13
0.75;0.01;5;10;10;277;0.5;0.15
0.5;0.01;10;10;20;277;0.5;-0.01
1;0.01;3;10;5;278;0.5;0.03
0.25;1;5;10;10;278;0.5;2.51
1;2.5;10;10;20;278;0.5;3.2
1;1;3;10;5;279;0.5;1.76
1;1;5;10;10;279;0.5;1.35
1;1;10;10;20;279;0.5;2.27
0;0.01;3;10;5;280;0.5;0.44
0.25;1;5;10;10;280;0.5;2.82
0;2.5;10;10;20;280;0.5;14.7
0.25;5;3;10;5;281;0.5;7.58
0.25;2.5;5;10;10;281;0.5;7.45
0;10;10;10;20;281;0.5;34.27
1;1;3;10;5;282;0.5;1.31
0;2.5;5;10;10;282;0.5;8.53
0.75;1;10;10;20;282;0.5;3.88
1;1;3;10;5;283;0.5;1.38
0;10;5;10;10;283;0.5;16.62
1;5;10;10;20;283;0.5;4.43
0.25;10;3;10;5;284;0.5;8.08
0;1;5;10;10;284;0.5;2.77
0.25;1;10;10;20;284;0.5;5.25
0.75;1;3;10;5;285;0.5;1.7
1;0.01;5;10;10;285;0.5;0.2
0;5;10;10;20;285;0.5;24.44
0.5;2.5;3;10;5;286;0.5;3.81
0.5;10;5;10;10;286;0.5;17.63
0.75;10;10;10;20;286;0.5;29.59
0.5;5;3;10;5;287;0.5;6.72
0.75;5;5;10;10;287;0.5;9.23
0.25;10;10;10;20;287;0.5;32.34
0;1;3;10;5;288;0.5;1.68
0.5;1;5;10;10;288;0.5;2.82
0.5;5;10;10;20;288;0.5;22.73
1;10;3;10;5;289;0.5;4.44
0.25;10;5;10;10;289;0.5;16.35
0.5;1;10;10;20;289;0.5;5.2
1;1;3;10;5;290;0.5;1.06
0.5;2.5;5;10;10;290;0.5;6.06
0.75;1;10;10;20;290;0.5;3.09
0.75;10;3;10;5;291;0.5;8.41
1;2.5;5;10;10;291;0.5;2.94
0.25;2.5;10;10;20;291;0.5;14.4
1;1;3;10;5;292;0.5;1.73
0;5;5;10;10;292;0.5;12.37
1;0.01;10;10;20;292;0.5;0.04
0;10;3;10;5;293;0.5;10.45
0.75;2.5;5;10;10;293;0.5;6.82
1;0.01;10;10;20;293;0.5;0.13
0.5;5;3;10;5;294;0.5;5.44
0.25;5;5;10;10;294;0.5;13.15
0.75;2.5;10;10;20;294;0.5;10.82
0;5;3;10;5;295;0.5;6.47
0;10;5;10;10;295;0.5;16.81
0;0.01;10;10;20;295;0.5;0.13
0.25;0.01;3;10;5;296;0.5;-0.07
0.75;0.01;5;10;10;296;0.5;-0.12
0.5;10;10;10;20;296;0.5;30.34
1;10;3;10;5;297;0.5;4.82
0.25;10;5;10;10;297;0.5;17.31
0.5;5;10;10;20;297;0.5;20.34
0;1;3;10;5;298;0.5;1.22
0.25;0.01;5;10;10;298;0.5;-0.03
1;10;10;10;20;298;0.5;5.25
0.25;2.5;3;10;5;299;0.5;4.17
0.25;2.5;5;10;10;299;0.5;7.68
0.75;2.5;10;10;20;299;0.5;8.89
1;0.01;3;10;5;300;0.5;-0.19
0.5;2.5;5;10;10;300;0.5;8.32
1;2.5;10;10;20;300;0.5;3.44
1;10;3;10;5;301;0.5;4.55
0.25;10;5;10;10;301;0.5;15.48
0;10;10;10;20;301;0.5;34.97
0;10;3;10;5;302;0.5;9.53
0;5;5;10;10;302;0.5;12.78
0;5;10;10;20;302;0.5;24.09
0.5;2.5;3;10;5;303;0.5;3.19
0.5;10;5;10;10;303;0.5;16.05
0.25;1;10;10;20;303;0.5;5.52
0.75;5;3;10;5;304;0.5;6.86
0.5;10;5;10;10;304;0.5;17.22
0.25;1;10;10;20;304;0.5;5.88
0.75;5;3;10;5;305;0.5;5.89
0.25;1;5;10;10;305;0.5;2.38
0.25;5;10;10;20;305;0.5;24.28
0;2.5;3;10;5;306;0.5;5.4
0;0.01;5;10;10;306;0.5;0.14
0.5;10;10;10;20;306;0.5;31.21
0.5;10;3;10;5;307;0.5;10.14
0;2.5;5;10;10;307;0.5;7.82
0.25;2.5;10;10;20;307;0.5;15.74
0.5;5;3;10;5;308;0.5;7.43
0.75;0.01;5;10;10;308;0.5;-0.02
1;5;10;10;20;308;0.5;4.31
0.5;2.5;3;10;5;309;0.5;3.56
0.5;5;5;10;10;309;0.5;9.34
0.5;2.5;10;10;20;309;0.5;13.02
0.25;10;3;10;5;310;0.5;9.15
0.5;2.5;5;10;10;310;0.5;6.4
0.75;2.5;10;10;20;310;0.5;11.38
0;0.01;3;10;5;311;0.5;0.04
1;1;5;10;10;311;0.5;1.62
1;10;10;10;20;311;0.5;5.3
0;0.01;3;10;5;312;0.5;0.02
0.5;0.01;5;10;10;312;0.5;0.05
0.25;0.01;10;10;20;312;0.5;-0.02
0;0.01;3;10;5;313;0.5;-0.22
0.75;10;5;10;10;313;0.5;15.13
0.75;1;10;10;20;313;0.5;3.41
0.5;2.5;3;10;5;314;0.5;2.32
1;1;5;10;10;314;0.5;1.37
0.5;0.01;10;10;20;314;0.5;-0.1
0.75;5;3;10;5;315;0.5;6.49
1;5;5;10;10;315;0.5;3.77
0.5;0.01;10;10;20;315;0.5;-0.04
0.5;1;3;10;5;316;0.5;2.45
0;5;5;10;10;316;0.5;12.68
0;5;10;10;20;316;0.5;24.2
0.25;2.5;3;10;5;317;0.5;4.25
0.5;5;5;10;10;317;0.5;11.07
0.25;0.01;10;10;20;317;0.5;0.1
0.75;10;3;10;5;318;0.5;10.63
0.75;1;5;10;10;318;0.5;2.15
0.5;1;10;10;20;318;0.5;4.56
1;10;3;10;5;319;0.5;4.43
1;2.5;5;10;10;319;0.5;2.75
0.25;1;10;10;20;319;0.5;5.63
0.25;1;3;10;5;320;0.5;1.6
0.75;5;5;10;10;320;0.5;7.99
0.25;5;10;10;20;320;0.5;24.14
0.75;10;3;10;5;321;0.5;8.16
0.75;10;5;10;10;321;0.5;13.25
0;1;10;10;20;321;0.5;5.92
0.5;0.01;3;10;5;322;0.5;0.05
0.25;1;5;10;10;322;0.5;2.6
0;5;10;10;20;322;0.5;25.78
1;0.01;3;10;5;323;0.5;0.21
1;2.5;5;10;10;323;0.5;2.72
0.5;10;10;10;20;323;0.5;32.89
0.25;2.5;3;10;5;324;0.5;4.4
0.75;5;5;10;10;324;0.5;7.74
0;5;10;10;20;324;0.5;23.43
0.25;2.5;3;10;5;325;0.5;3.52
0.75;1;5;10;10;325;0.5;3.1
0;5;10;10;20;325;0.5;24.8
0.5;5;3;10;5;326;0.5;7.81
1;0.01;5;10;10;326;0.5;-0.26
0.75;10;10;10;20;326;0.5;30.28
0.5;0.01;3;10;5;327;0.5;-0.26
1;5;5;10;10;327;0.5;4.07
0.25;1;10;10;20;327;0.5;5.31
0;5;3;10;5;328;0.5;6.41
0;0.01;5;10;10;328;0.5;-0.03
0.5;1;10;10;20;328;0.5;5.01
1;2.5;3;10;5;329;0.5;2.19
0.25;2.5;5;10;10;329;0.5;8.23
0.25;0.01;10;10;20;329;0.5;0.11
1;1;3;10;5;330;0.5;0.98
0.75;5;5;10;10;330;0.5;9.69
0.5;1;10;10;20;330;0.5;4.47
0.5;1;3;10;5;331;0.5;1.44
0.5;0.01;5;10;10;331;0.5;-0.08
0.5;10;10;10;20;331;0.5;30.6
0.5;1;3;10;5;332;0.5;1.52
0.25;2.5;5;10;10;332;0.5;6.52
0.5;2.5;10;10;20;332;0.5;12.66
0.5;5;3;10;5;333;0.5;7.09
0;2.5;5;10;10;333;0.5;7.68
0.25;0.01;10;10;20;333;0.5;0.07
0.75;0.01;3;10;5;334;0.5;0.29
0.75;0.01;5;10;10;334;0.5;-0.02
0.75;2.5;10;10;20;334;0.5;10.21
0.75;5;3;10;5;335;0.5;5.55
0;0.01;5;10;10;335;0.5;0.3
0.25;10;10;10;20;335;0.5;32.67
1;10;3;10;5;336;0.5;4.63
1;1;5;10;10;336;0.5;1.83
1;2.5;10;10;20;336;0.5;3.32
1;2.5;3;10;5;337;0.5;2.48
0.5;1;5;10;10;337;0.5;2.64
0.75;0.01;10;10;20;337;0.5;-0.24
0.25;2.5;3;10;5;338;0.5;4.25
0.5;2.5;5;10;10;338;0.5;5.1
0.5;2.5;10;10;20;338;0.5;12.87
0.25;10;3;10;5;339;0.5;9.06
0;5;5;10;10;339;0.5;10.3
0.25;10;10;10;20;339;0.5;34.97
0;0.01;3;10;5;340;0.5;-0.02
0;10;5;10;10;340;0.5;15.76
0.5;2.5;10;10;20;340;0.5;12.99
1;5;3;10;5;341;0.5;3.87
0.75;0.01;5;10;10;341;0.5;0.33
0;5;10;10;20;341;0.5;24.69
0.25;5;3;10;5;342;0.5;6.52
1;10;5;10;10;342;0.5;5.01
0.5;1;10;10;20;342;0.5;4.77
0.75;10;3;10;5;343;0.5;8.78
1;0.01;5;10;10;343;0.5;-0.08
0.5;10;10;10;20;343;0.5;32.89
0.75;2.5;3;10;5;344;0.5;3.29
0.25;2.5;5;10;10;344;0.5;7.67
0.25;10;10;10;20;344;0.5;34.5
0.75;0.01;3;10;5;345;0.5;0.02
0;2.5;5;10;10;345;0.5;7.82
0.75;5;10;10;20;345;0.5;19.75
0;0.01;3;10;5;346;0.5;0.06
0;1;5;10;10;346;0.5;3.23
1;2.5;10;10;20;346;0.5;3.38
0.75;5;3;10;5;347;0.5;4.21
0;0.01;5;10;10;347;0.5;0.01
0.25;2.5;10;10;20;347;0.5;15.08
0.75;0.01;3;10;5;348;0.5;0.05
1;0.01;5;10;10;348;0.5;0.33
0.5;10;10;10;20;348;0.5;32.09
0.25;5;3;10;5;349;0.5;6.89
0;5;5;10;10;349;0.5;9.91
0.25;10;10;10;20;349;0.5;33.78
0.5;0.01;3;10;5;350;0.5;-0.15
0.5;2.5;5;10;10;350;0.5;7.85
0.75;2.5;10;10;20;350;0.5;8.11
1;1;3;10;5;351;0.5;1.49
1;1;5;10;10;351;0.5;1.86
0.75;0.01;10;10;20;351;0.5;-0.18
0.5;5;3;10;5;352;0.5;7.6
0.75;5;5;10;10;352;0.5;10.49
0.25;10;10;10;20;352;0.5;34.4
0.25;5;3;10;5;353;0.5;7.09
0.75;5;5;10;10;353;0.5;10.32
1;10;10;10;20;353;0.5;5.38
1;2.5;3;10;5;354;0.5;2.22
0.25;1;5;10;10;354;0.5;3.04
0;0.01;10;10;20;354;0.5;-0.07
0.75;10;3;10;5;355;0.5;7.13
1;5;5;10;10;355;0.5;3.98
0;2.5;10;10;20;355;0.5;15
0.25;5;3;10;5;356;0.5;5.93
0.75;1;5;10;10;356;0.5;1.41
0.5;1;10;10;20;356;0.5;5.59
0.75;2.5;3;10;5;357;0.5;4.08
0.5;5;5;10;10;357;0.5;11.21
0.25;5;10;10;20;357;0.5;25.81
0;0.01;3;10;5;358;0.5;-0.02
0.5;2.5;5;10;10;358;0.5;7.11
0.25;10;10;10;20;358;0.5;33.66
0.75;1;3;10;5;359;0.5;1.23
0;10;5;10;10;359;0.5;17.89
0;0.01;10;10;20;359;0.5;0.06
0.5;0.01;3;10;5;360;0.5;-0.1
0.25;10;5;10;10;360;0.5;16.85
0;0.01;10;10;20;360;0.5;-0.13
0.5;10;3;10;5;361;0.5;7.43
0.5;0.01;5;10;10;361;0.5;0.14
0.5;2.5;10;10;20;361;0.5;13.99
0.5;5;3;10;5;362;0.5;5.02
0.75;10;5;10;10;362;0.5;14.58
0.75;5;10;10;20;362;0.5;16.59
0.5;2.5;3;10;5;363;0.5;4.15
1;1;5;10;10;363;0.5;1.62
0.25;5;10;10;20;363;0.5;25.49
1;1;3;10;5;364;0.5;1.01
0;10;5;10;10;364;0.5;16.83
0.25;5;10;10;20;364;0.5;22.95
0;2.5;3;10;5;365;0.5;3.43
0.5;2.5;5;10;10;365;0.5;6.56
1;5;10;10;20;365;0.5;4.36
0.25;1;3;10;5;366;0.5;1.28
0.25;2.5;5;10;10;366;0.5;7.75
1;5;10;10;20;366;0.5;4.38
0.5;5;3;10;5;367;0.5;6.03
0.5;0.01;5;10;10;367;0.5;0.13
0.25;1;10;10;20;367;0.5;5.72
0.5;1;3;10;5;368;0.5;1.56
1;2.5;5;10;10;368;0.5;3.01
0.25;5;10;10;20;368;0.5;24.54
0.5;10;3;10;5;369;0.5;8.75
0;2.5;5;10;10;369;0.5;8.04
0;5;10;10;20;369;0.5;25.24
0.25;2.5;3;10;5;370;0.5;4.53
0.25;5;5;10;10;370;0.5;11.36
1;0.01;10;10;20;370;0.5;-0.11
1;2.5;3;10;5;371;0.5;2.6
0.5;10;5;10;10;371;0.5;16.3
0.75;2.5;10;10;20;371;0.5;9.98
0;5;3;10;5;372;0.5;6.75
0.25;2.5;5;10;10;372;0.5;6.54
0.25;10;10;10;20;372;0.5;34.11
0.25;10;3;10;5;373;0.5;10.69
0.75;1;5;10;10;373;0.5;2.33
1;0.01;10;10;20;373;0.5;0.04
0;10;3;10;5;374;0.5;9.77
0.75;1;5;10;10;374;0.5;1.76
0.5;10;10;10;20;374;0.5;30.06
0.5;1;3;10;5;375;0.5;1.45
0;0.01;5;10;10;375;0.5;-0.16
0.5;2.5;10;10;20;375;0.5;11.73
0.25;1;3;10;5;376;0.5;1.38
0.75;2.5;5;10;10;376;0.5;5.6
0.5;10;10;10;20;376;0.5;32.49
0;1;3;10;5;377;0.5;2.14
1;5;5;10;10;377;0.5;4.07
0.25;5;10;10;20;377;0.5;24.79
0.25;10;3;10;5;378;0.5;9.81
0.75;5;5;10;10;378;0.5;9.5
0.5;2.5;10;10;20;378;0.5;13.95
0.25;5;3;10;5;379;0.5;6.7
0;2.5;5;10;10;379;0.5;7.29
1;2.5;10;10;20;379;0.5;3.31
0;1;3;10;5;380;0.5;1.94
1;5;5;10;10;380;0.5;3.76
1;1;10;10;20;380;0.5;2.28
0;0.01;3;10;5;381;0.5;-0.06
0.5;1;5;10;10;381;0.5;2.36
0;2.5;10;10;20;381;0.5;16.08
0.75;10;3;10;5;382;0.5;7.35
0.5;1;5;10;10;382;0.5;2.23
0.25;0.01;10;10;20;382;0.5;0.27
0.25;10;3;10;5;383;0.5;10.1
0.25;2.5;5;10;10;383;0.5;8.3
1;5;10;10;20;383;0.5;4.69
1;1;3;10;5;384;0.5;1.58
1;2.5;5;10;10;384;0.5;2.97
0.75;0.01;10;10;20;384;0.5;-0.14
0;0.01;3;10;5;385;0.5;-0.05
1;2.5;5;10;10;385;0.5;2.86
0;10;10;10;20;385;0.5;34.46
1;2.5;3;10;5;386;0.5;2.25
0.5;5;5;10;10;386;0.5;11.09
0.25;2.5;10;10;20;386;0.5;14.56
1;0.01;3;10;5;387;0.5;0.03
0;1;5;10;10;387;0.5;2.52
0.75;5;10;10;20;387;0.5;17.18
0;0.01;3;10;5;388;0.5;0.04
0.5;0.01;5;10;10;388;0.5;0.16
0.25;1;10;10;20;388;0.5;5.59
0.25;1;3;10;5;389;0.5;1.12
0.25;1;5;10;10;389;0.5;2.43
1;1;10;10;20;389;0.5;2.24
1;0.01;3;10;5;390;0.5;0.04
1;2.5;5;10;10;390;0.5;2.94
0;2.5;10;10;20;390;0.5;14.84
1;1;3;10;5;391;0.5;1.4
0.25;0.01;5;10;10;391;0.5;-0.07
0.5;2.5;10;10;20;391;0.5;14.6
0.75;1;3;10;5;392;0.5;1.07
1;10;5;10;10;392;0.5;4.59
0.75;1;10;10;20;392;0.5;3.65
0;2.5;3;10;5;393;0.5;5.23
0.75;10;5;10;10;393;0.5;13.18
0.25;5;10;10;20;393;0.5;24.28
0.25;2.5;3;10;5;394;0.5;3.24
1;5;5;10;10;394;0.5;3.64
0;1;10;10;20;394;0.5;5.75
0.75;0.01;3;10;5;395;0.5;-1.38777878078145e-17
0.5;10;5;10;10;395;0.5;17.64
0;2.5;10;10;20;395;0.5;15.29
0.75;0.01;3;10;5;396;0.5;-0.05
0;5;5;10;10;396;0.5;12.09
0.5;1;10;10;20;396;0.5;5.04
0.75;1;3;10;5;397;0.5;1.51
0;10;5;10;10;397;0.5;16.84
0;5;10;10;20;397;0.5;23.9
1;10;3;10;5;398;0.5;4.72
1;0.01;5;10;10;398;0.5;0.3
0.5;10;10;10;20;398;0.5;28.04
0.25;0.01;3;10;5;399;0.5;0.27
0.5;10;5;10;10;399;0.5;14.47
0.75;1;10;10;20;399;0.5;3.35
0.25;2.5;3;10;5;400;0.5;4.49
0.75;10;5;10;10;400;0.5;13.34
0.5;5;10;10;20;400;0.5;22.06
0.75;2.5;3;10;5;401;0.5;3.46
0.25;2.5;5;10;10;401;0.5;7.81
0;5;10;10;20;401;0.5;24.71
0.5;0.01;3;10;5;402;0.5;0.02
0.5;10;5;10;10;402;0.5;14.98
0;1;10;10;20;402;0.5;5.93
0.25;1;3;10;5;403;0.5;1.46
0.25;2.5;5;10;10;403;0.5;7.71
0;0.01;10;10;20;403;0.5;-0.14
0.5;2.5;3;10;5;404;0.5;3.68
0.5;1;5;10;10;404;0.5;3.02
0.75;1;10;10;20;404;0.5;4.72
0.25;0.01;3;10;5;405;0.5;0.02
0.5;2.5;5;10;10;405;0.5;5.72
0.25;2.5;10;10;20;405;0.5;14.65
0;2.5;3;10;5;406;0.5;3.32
0.75;1;5;10;10;406;0.5;2.37
0.5;0.01;10;10;20;406;0.5;0.14
0.75;0.01;3;10;5;407;0.5;-0.14
1;5;5;10;10;407;0.5;3.91
0;2.5;10;10;20;407;0.5;15.76
0.25;0.01;3;10;5;408;0.5;-0.24
1;5;5;10;10;408;0.5;3.89
0.75;5;10;10;20;408;0.5;16.4
0.25;1;3;10;5;409;0.5;1.29
0.75;10;5;10;10;409;0.5;14.09
0.25;0.01;10;10;20;409;0.5;-0.02
0.25;5;3;10;5;410;0.5;5.53
1;5;5;10;10;410;0.5;3.78
0.5;1;10;10;20;410;0.5;4.86
1;2.5;3;10;5;411;0.5;2.6
0.5;10;5;10;10;411;0.5;16.1
0.5;10;10;10;20;411;0.5;31.45
0.25;1;3;10;5;412;0.5;1.5
0.5;5;5;10;10;412;0.5;11.49
0.5;1;10;10;20;412;0.5;4.63
0.5;0.01;3;10;5;413;0.5;0.13
0.5;0.01;5;10;10;413;0.5;0.09
1;5;10;10;20;413;0.5;4.35
0.25;10;3;10;5;414;0.5;9.92
0;10;5;10;10;414;0.5;17.83
1;1;10;10;20;414;0.5;2.08
0.5;0.01;3;10;5;415;0.5;-0.03
1;5;5;10;10;415;0.5;3.5
0.25;2.5;10;10;20;415;0.5;15.3
0;1;3;10;5;416;0.5;1.62
1;0.01;5;10;10;416;0.5;-0.14
0.5;10;10;10;20;416;0.5;33.14
0.25;0.01;3;10;5;417;0.5;-0.1
0;0.01;5;10;10;417;0.5;-0.08
1;0.01;10;10;20;417;0.5;-0.03
1;2.5;3;10;5;418;0.5;2.79
1;1;5;10;10;418;0.5;2.1
0.25;5;10;10;20;418;0.5;24.7
0.75;2.5;3;10;5;419;0.5;4.26
